"Category","Sub Category","Organization Type","Name","Address","Address2","City","County","State","Zip Code","Lat","Long","Email","Website","Description","CPG Number","CPG Issued On","Electricity Type","Utility","Owner","Stream","Project Team","Installation Date","Funding Source","Funding Amount","Financed By","System Specs","Capacity kW","Annual Production (kWh)","Energy Production Link","Annual Electricity Saved (kWh)","Capacity (MMBTU)","Annual Production (MMBTU)","Annual MMBTU Saved"
"Solar","Roof-Mounted PV","Residential","481 Berwal Rd","481 Berwal Rd","","Arlington","Bennington County","Vermont","05250","43.10736","-73.20525000000001","","","41636","19-0300","","Net Metered","Green Mountain Power","","","Power Guru","2019-03-28","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","487 Butternut Gutter","487 Butternut Gutter","","Arlington","Bennington County","Vermont","05250","43.0426","-73.14582","","","35802","18-0805","","Net Metered","Green Mountain Power","","","Grassroots Solar Inc","2018-06-21","","","","","7.68","","","","","",""
"Solar","Roof-Mounted PV","Residential","5849 Route 7A, Work Shed Accessory","5849 Route 7A, Work Shed Accessory","","Arlington","Bennington County","Vermont","05250","43.09928","-73.14098","","","42926","19-1243","2019-05-17","Net Metered","Green Mountain Power","","","Solar Pro LLC","2019-08-08","","","","","7.83","","","","","",""
"Solar","Roof-Mounted PV","Residential","835 Berwal Road","835 Berwal Road","","Arlington","Bennington County","Vermont","05250","43.11272","-73.20433","","","42423","19-0887","2019-05-16","Net Metered","Green Mountain Power","","","Solar Pro LLC","2019-05-21","","","","","7.83","","","","","",""
"Solar","Roof-Mounted PV","Residential","91 Sycamore Lane","91 Sycamore Lane","","Arlington","Bennington County","Vermont","05250","43.10421","-73.2093","","","16590","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-03-23","","","","","8.199999999999999","","","","","",""
"Solar","Roof-Mounted PV","Residential","21 Roys Road House","21 Roys Road House","","Arlington","Bennington County","Vermont","05250","43.04687","-73.17981","","","30595","17-3190-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-06-26","","","","","9","","","","","",""
"Solar","Roof-Mounted PV","Residential","519 Berwal Road","519 Berwal Road","","Arlington","Bennington County","Vermont","05250","43.10796867","-73.205242","","","45156","19-1898","2019-07-02","Net Metered","Green Mountain Power","","","Solar Pro LLC","2019-08-08","","","","","9.73","","","","","",""
"Solar","Roof-Mounted PV","Residential","415 Laver Road","415 Laver Road","","Arlington","Bennington County","Vermont","05250","43.08104","-73.13749","","","10909","","","Net Metered","Green Mountain Power","","","Solar Pro","2015-01-19","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","363 East Arlington Road","363 East Arlington Road","","Arlington","Bennington County","Vermont","05250","43.06801","-73.1532","","","19974","","","Net Metered","Green Mountain Power","","","Solar Pro","2017-05-01","","","","","10.25","","","","","",""
"Solar","Roof-Mounted PV","Residential","180 Salter Hill Road","180 Salter Hill Road","","Arlington","Bennington County","Vermont","05250","43.06837067","-73.14728983000001","","","21293","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-05","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","40 Walker Meadow","40 Walker Meadow","","Arlington","Bennington County","Vermont","05252","43.06728","-73.1388","","","23148","16-1654","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-10-18","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","173 Jasper Lane","173 Jasper Lane","","Arlington","Bennington County","Vermont","05252","43.06447","-73.1395","","","23448","16-1660","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-11-29","","","","","7.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","95 Valley Cemetery Road","95 Valley Cemetery Road","","Athens","Windham County","Vermont","05141","43.09603","-72.57512","","","8657","#NM-402","","Net Metered","Green Mountain Power","","","Global Resource Options","2007-11-05","","","","","2.26","","","","","",""
"Solar","Roof-Mounted PV","Residential","48 Brookline Road","48 Brookline Road","","Athens","Windham County","Vermont","05143","43.12608183","-72.56906067","","","4513","#NM-3391","","Net Metered","Green Mountain Power","","","Perkins Home Center","2013-12-16","","","","","10.94","","","","","",""
"Solar","Roof-Mounted PV","Residential","60 Herring Hill","60 Herring Hill","","Athens","Windham County","Vermont","05146","43.11958783","-72.61696766999999","","","13259","","","Net Metered","Green Mountain Power","","","USA Solar Store","2015-07-24","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Farm","1703 VT Rte. 108","1703 VT Rte. 108","","Bakersfield","Franklin County","Vermont","05448","44.75891","-72.81538333","","","9479","2710","","Net Metered","Green Mountain Power","","","Solartech","2013-05-09","","","","","18.9","","","","","",""
"Solar","Roof-Mounted PV","Residential","180 AVENUE ROAD APT B","180 AVENUE ROAD APT B","","Bakersfield","Franklin County","Vermont","05441","44.78678","-72.80249999999999","","","18815","16-0654","2016-05-23","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-19","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","Call Bakersfield and ask is North Main is really VT-108","211 North Main Street","","Bakersfield","Franklin County","Vermont","05441","44.7852025","-72.80092682999999","","","41077","18-4125","","Net Metered","Green Mountain Power","","","Solar Communities","2019-03-26","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","180 Avenue Road","180 Avenue Road","","Bakersfield","Franklin County","Vermont","05441","44.78644","-72.80234","","","19293","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-19","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","1331 Waterville Mountain Rd","1331 Waterville Mountain Rd","","Bakersfield","Franklin County","Vermont","05441","44.7646","-72.77745","","","157","1557","2011-08-11","Net Metered","Vermont Electric Coop","","","The Solar Specialist","2011-10-06","","","","","5.02","","","","","",""
"Solar","Roof-Mounted PV","Residential","142 North Main Street","142 North Main Street","","Bakersfield","Franklin County","Vermont","05441","44.78395","-72.80072","","","7141","","","Net Metered","Green Mountain Power","","","SunCommon","2014-08-12","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","516 Kings Hill Rd","516 Kings Hill Rd","","Bakersfield","Franklin County","Vermont","05441","44.7784","-72.79853","","","611","6163","2015-05-13","Net Metered","Vermont Electric Coop","","","Nunez Electric","2015-06-23","","","","","7","","","","","",""
"Solar","Roof-Mounted PV","Residential","204 Main ST. Route 108","204 Main ST. Route 108","","Bakersfield","Franklin County","Vermont","05441","44.78099124","-72.80189000999999","","","37572","18-1849","","Net Metered","Green Mountain Power","","","Solar Communities","2018-07-06","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","287 Main Street","287 Main Street","","Bakersfield","Franklin County","Vermont","05441","44.78633017","-72.80081850000001","","","17791","17-4880","","Net Metered","Green Mountain Power","","","SunCommon","2016-03-04","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","488 Fairfield Road","488 Fairfield Road","","Bakersfield","Franklin County","Vermont","05441","44.78192","-72.81106","","","23907","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-11-16","","","","","9.199999999999999","","","","","",""
"Solar","Roof-Mounted PV","Residential","44 Waterville Mountain Rd","44 Waterville Mountain Rd","","Bakersfield","Franklin County","Vermont","05441","44.77814","-72.78422999999999","","","1064","17-3660","2017-07-19","Net Metered","Vermont Electric Coop","","","SolarCity","2017-09-19","","","","","10.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","604 Fairfield Road / Route 36","604 Fairfield Road / Route 36","","Bakersfield","Franklin County","Vermont","05441","44.781365","-72.81271833","","","44431","19-1555","2019-06-11","Net Metered","Green Mountain Power","","","Sunrun Installation Services, Inc.","2019-07-08","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","208 Lawyer Rd","208 Lawyer Rd","","Bakersfield","Franklin County","Vermont","05448","44.79053","-72.8218","","","1572","18-4169","2018-12-12","Net Metered","Vermont Electric Coop","","","Sunrun, Inc.","2019-03-14","","","","","9","","","","","",""
"Solar","Roof-Mounted PV","Residential","Joseph Bosley","2590 Main Street North","","Bakersfield","Franklin County","Vermont","05450","44.81542","-72.79049999999999","","","40020","17-4146","2016-12-31","Net Metered","Enosburg Falls Water & Light Department","","","SunCommon","2017-09-07","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","691 Harris Road","691 Harris Road","","Baltimore","Windsor County","Vermont","05143","43.35381233","-72.57946883","","","15746","","","Net Metered","Green Mountain Power","","","SunCommon","2015-12-01","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","480 Baltimore Road","480 Baltimore Road","","Baltimore","Windsor County","Vermont","05143","43.34985","-72.55468999999999","","","39729","18-3220","2018-10-05","Net Metered","Green Mountain Power","","","Solar Communities","2019-05-14","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Municipal","1464 Gulf Road","1464 Gulf Road","","Barnard","Windsor County","Vermont","05031","43.71042454","-72.62482126","","","38617","18-1464","","Net Metered","Green Mountain Power","","","Solar Communities","2018-10-12","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Municipal","117 North Road","117 North Road","","Barnard","Windsor County","Vermont","05031","43.73001689","-72.61791648000001","","","31434","17-3636-NMR","","Net Metered","Green Mountain Power","","","Catamount Solar","2017-10-24","","","","","25.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","1122 North Road","1122 North Road","","Barnard","Windsor County","Vermont","05031","43.74383","-72.61277","","","8725","#NM-562","","Net Metered","Green Mountain Power","","","Global Resource Options","2008-10-29","","","","","0.97","","","","","",""
"Solar","Roof-Mounted PV","Residential","2583 Royalton Turnpike","2583 Royalton Turnpike","","Barnard","Windsor County","Vermont","05031","43.75586","-72.58965999999999","","","8950","#NM-1252","","Net Metered","Green Mountain Power","","","Global Resource Options","2010-10-20","","","","","2.62","","","","","",""
"Solar","Roof-Mounted PV","Residential","703 Lakota Road","703 Lakota Road","","Barnard","Windsor County","Vermont","05031","43.68299","-72.60800999999999","","","35160","18-0426","","Net Metered","Green Mountain Power","","","Catamount Solar","2018-03-09","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","610 Lakota Road","610 Lakota Road","","Barnard","Windsor County","Vermont","05031","43.68294","-72.60606","","","27009","","","Net Metered","Green Mountain Power","","","SunCommon","2017-03-07","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","722 Greengate Road","722 Greengate Road","","Barnard","Windsor County","Vermont","05031","43.67536","-72.61621","","","36454","18-1197","","Net Metered","Green Mountain Power","","","Catamount Solar","2018-06-01","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","253 North Road","253 North Road","","Barnard","Windsor County","Vermont","05031","43.7337","-72.61948","","","19918","","","Net Metered","Green Mountain Power","","","Catamount Solar","2016-06-24","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","1202 South Perry Road","1202 South Perry Road","","Barnard","Windsor County","Vermont","05031","43.69487","-72.59724","","","9118","","","Net Metered","Green Mountain Power","","","Renewable Energy Systems & Tech","2013-04-24","","","","","4.47","","","","","",""
"Solar","Roof-Mounted PV","Residential","663 Sayer Road","663 Sayer Road","","Barnard","Windsor County","Vermont","05031","43.73764","-72.57660333","","","14711","","","Net Metered","Green Mountain Power","","","Same Sun of Vermont","2015-10-09","","","","","4.5","","","","","",""
"Solar","Roof-Mounted PV","Residential","71 Garnet Hill","71 Garnet Hill","","Barnard","Windsor County","Vermont","05031","43.71856","-72.59787","","","39404","18-2281","","Net Metered","Green Mountain Power","","","Sunrun Inc","2019-01-07","","","","","4.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","863 ROYALTON TURNPIKE","863 ROYALTON TURNPIKE","","Barnard","Windsor County","Vermont","05031","43.72827","-72.61750000000001","","","4686","3043","2013-07-15","Net Metered","Green Mountain Power","","","Home Comfort Warehouse","2013-10-14","","","","","5.59","","","","","",""
"Solar","Roof-Mounted PV","Residential","1667 Vt Rt 12","1667 Vt Rt 12","","Barnard","Windsor County","Vermont","05031","43.67633","-72.58562999999999","","","12517","","","Net Metered","Green Mountain Power","","","SunCommon","2015-06-19","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","5843 VT Rt. 12","5843 VT Rt. 12","","Barnard","Windsor County","Vermont","05031","43.72452","-72.62112","","","6977","","","Net Metered","Green Mountain Power","","","SunCommon","2014-07-29","","","","","6","","","","","",""
"Solar","Roof-Mounted PV","Residential","1231 North Rd","1231 North Rd","","Barnard","Windsor County","Vermont","05031","43.74589","-72.61620000000001","","","9394","2516","","Net Metered","Green Mountain Power","","","Catamount Solar","2013-07-02","Vermont Small-Scale Renewable Energy Incentive Program","","","","6.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","296 Stackpole Road","296 Stackpole Road","","Barnard","Windsor County","Vermont","05031","43.77438","-72.60646","","","45066","19-1872","2019-06-29","Net Metered","Green Mountain Power","","","Integrity Energy","2019-06-13","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","10154 Route 12","10154 Route 12","","Barnard","Windsor County","Vermont","05031","43.78238","-72.63702000000001","","","39452","18-3109","","Net Metered","Green Mountain Power","","","Catamount Solar","2018-10-12","","","","","7.6","","","","","",""
